artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,file
Jesus Elices,Maximizing the Audience,Electronica,Remember,2001,866,143.5546875,1.341450572013855,0.0676500305481702,6176.897974508217,2872.3204209310447,3140.206455554192,0.55484176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000446,0.00919894,0.01451118,0.01455280,0.01462578,0.03708115,0.06285941,0.08216143,0.09357529,0.09501556,0.08824705,0.07798397,0.07297972,0.07404759,0.07091587,0.07069130,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Jesus Elices_Maximizing the Audience_Electronica_Remember_2001.mp3
Espada y Vidar,Sienteme,Electronica,Remember,2004,714,99.38401442,3.820247650146485,0.0442092380615626,6492.009886714565,2843.0894033887885,3564.006350917827,0.5810801,0.00016508,0.00310443,0.01020786,0.01181091,0.01481901,0.01554408,0.01276768,0.01500020,0.01454964,0.01364820,0.01337267,0.01148097,0.01156786,0.01272288,0.01252184,0.01090491,0.00863386,0.00767827,0.00814396,0.00746351,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Espada y Vidar_Sienteme_Electronica_Remember_2004.mp3
Fiocco,Afflitto,Electronica,Remember,1997,866,139.67483108,-0.5375840067863464,0.0904014832231136,7371.53764974523,3729.972456486174,3459.581275191248,0.5610283,0.00001122,0.00001219,0.00001342,0.00001090,0.00000995,0.00002587,0.00005027,0.00042916,0.11121956,0.18413630,0.29910362,0.41652939,0.49008882,0.53323060,0.52486247,0.48438090,0.42321101,0.38588339,0.35655424,0.32187688,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Fiocco_Afflitto_Electronica_Remember_1997.mp3
4 Non Blondes,What's Up,Rock,Rock Baladas,1993,639,135.99917763,3.8244221210479736,0.050281342544595,5474.412917318768,2530.7503483196097,3007.5152323174952,0.4776097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/4 Non Blondes_What's Up_Rock_Rock Baladas_1993.mp3
Aerosmith,Amazing,Rock,Rock Baladas,1993,949,139.67483108,7.163891792297363,0.0746398951757341,5932.321396707423,2920.493275165949,2982.9054574666766,0.48504698,0.00000000,0.00000000,0.00000000,0.00000027,0.00000075,0.00001136,0.02251018,0.03371032,0.06687403,0.10397659,0.15519436,0.20492069,0.25233695,0.27914196,0.29063424,0.27713665,0.23930641,0.19934595,0.15348397,0.13751744,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Aerosmith_Amazing_Rock_Rock Baladas_1993.mp3
Aerosmith,I Don't Want to Miss a Thing,Rock,Rock Baladas,1998,566,120.18531977,4.990909099578857,0.058566002566473,4784.067696689609,2373.205908274087,2737.7807096762144,0.40262324,0.00000077,0.00000099,0.00000119,0.00000127,0.00000127,0.00000128,0.00000128,0.00000136,0.00000149,0.00000162,0.00000179,0.00000196,0.00000207,0.00000231,0.00008357,0.00279685,0.00448141,0.00800530,0.01208884,0.01714133,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Aerosmith_I Don't Want to Miss a Thing_Rock_Rock Baladas_1998.mp3
Air Supply,Making Love Out Of Nothing At All,Rock,Rock Baladas,1983,675,139.67483108,-10.6455717086792,0.0627646494053518,4325.851912862364,2285.2244706372658,2444.7316259641366,0.3375652,0.00000000,0.00000000,0.00000067,0.00005675,0.00044845,0.00053108,0.00064465,0.00072447,0.00067316,0.00069607,0.00069915,0.00070098,0.00067474,0.00068113,0.00066409,0.00063756,0.00067637,0.00070867,0.00148866,0.00847290,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Air Supply_Making Love Out Of Nothing At All_Rock_Rock Baladas_1983.mp3
Alias,More Than Words Can Say,Rock,Rock Baladas,1990,231,68.90625,-11.51412582397461,0.0480597174657534,3326.2261100949563,1727.1962129677297,1905.334860010016,0.3677135,0.00000000,0.00000036,0.00003125,0.00026659,0.00037298,0.00046185,0.00053059,0.00053410,0.00053564,0.00053036,0.00053389,0.00053304,0.00053080,0.00053498,0.00053093,0.00052797,0.00053090,0.00053191,0.00053104,0.00053212,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Alias_More Than Words Can Say_Rock_Rock Baladas_1990.mp3
Berlin,Take My Breath Away,Rock,Rock Baladas,1986,398,95.703125,2.2194223403930664,0.0757057011939824,6979.709487883316,3204.808152309913,3392.683204621713,0.4107767,0.00000001,0.00000011,0.00000424,0.00005932,0.00040049,0.00066467,0.00082497,0.00095114,0.00098530,0.00095145,0.00096473,0.00435664,0.00768934,0.01106481,0.06172242,0.10297775,0.13086922,0.15373662,0.15759523,0.15234491,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Berlin_Take My Breath Away_Rock_Rock Baladas_1986.mp3
Bon Jovi,I'll Be There For You,Rock,Rock Baladas,1988,795,148.02631579,5.5622148513793945,0.0717611296633707,5502.767848853403,2722.813195829365,2722.7046241185576,0.42615786,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bon Jovi_I'll Be There For You_Rock_Rock Baladas_1988.mp3
Boston,Amanda,Rock,Rock Baladas,1986,512,126.04801829,-5.342806339263916,0.0568909672501132,4255.648322974445,2021.0552628170008,2155.353163252056,0.4058462,0.00000000,0.00000010,0.00000024,0.00000339,0.00000664,0.00000905,0.00001113,0.00001200,0.00001140,0.00000963,0.00000713,0.00000437,0.00000075,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Boston_Amanda_Rock_Rock Baladas_1986.mp3
Bryan Adams,Heaven,Rock,Rock Baladas,1984,263,69.83741554,6.11000919342041,0.0560351815530583,5083.84549057931,2470.3780658565547,2916.4196128880444,0.44245857,0.00000077,0.00000099,0.00000119,0.00000127,0.00000127,0.00000128,0.00000128,0.00000136,0.00000149,0.00000173,0.00000333,0.00000537,0.00000670,0.00001056,0.00001948,0.00008208,0.00017582,0.00039490,0.00064122,0.00112766,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bryan Adams_Heaven_Rock_Rock Baladas_1984.mp3
Captain and Tennille,Do that to me one more time,Rock,Rock Baladas,1979,259,84.72079918,-10.350859642028809,0.0672643440175431,4967.3982051912935,2513.259437469389,2580.3652018542284,0.3422195,0.00000000,0.00000000,0.00000000,0.00000000,0.00002640,0.01421670,0.02534943,0.03307458,0.04016557,0.04043530,0.04081888,0.03888559,0.03594092,0.03765214,0.03378917,0.03456116,0.03371860,0.03359191,0.03447486,0.03338412,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bryan Adams_Straight From The Heart_1983.mp3
Crowded House,Weather With You,Rock,Rock Baladas,1992,298,93.96306818,0.4874691069126129,0.0447778685054134,4516.985622150585,1974.034138613244,2346.2258984565688,0.36638442,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000005,0.00000030,0.00000106,0.00000256,0.00000990,0.00006991,0.00171373,0.02003737,0.04911107,0.06955411,0.07941669,0.08065998,0.08075690,0.07256132,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Captain and Tennille_Do that to me one more time_Rock_Rock Baladas_1979.mp3
Deep Purple,Child in Time,Rock,Rock Baladas,1968,340,93.96306818,-2.103812456130981,0.043099888678166,5561.682104565833,2411.435033901889,3220.410879819857,0.4333915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Crowded House_Weather With You_Rock_Rock Baladas_1992.mp3
Europe,Carrie,Rock,Rock Baladas,1986,1313,127.84090909,2.895113468170166,0.040416790931788,3703.6925632938623,1829.13263004622,2142.6249039932886,0.47796878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000128,0.00000564,0.00001493,0.00001943,0.00002576,0.00003316,0.00003877,0.00008433,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Deep Purple_Child in Time_Rock_Rock Baladas_1968.mp3
Paul Young,Every time go you away,Rock,Rock Baladas,1985,593,135.99917763,0.2453868240118026,0.0658904127602491,6014.728096505934,2805.096630761882,3240.4421986822617,0.36859578,0.00000000,0.00000000,0.00006155,0.00049915,0.00077872,0.00098317,0.00109022,0.00113008,0.00108138,0.00105295,0.00104083,0.00098958,0.00101267,0.00098068,0.00102960,0.00103690,0.00099893,0.00103625,0.00102566,0.00104793,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Europe_Carrie_Rock_Rock Baladas_1986.mp3
Extreme,More Than Words,Rock,Rock Baladas,1990,334,81.52173913,2.174941301345825,0.0486509348663899,4689.559300554884,2242.06376108968,2574.396041899163,0.45432964,0.00069358,0.00100805,0.00109209,0.00111563,0.00088214,0.00049604,0.00026466,0.00013491,0.00006361,0.00003794,0.00003917,0.00004512,0.00004980,0.00005399,0.00006331,0.00008630,0.00010350,0.00011982,0.00013057,0.00012869,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Paul Young_Every time go you away_Rock_Rock Baladas_1985.mp3
F.R David,Words,Rock,Rock Baladas,1982,375,92.28515625,-5.680043697357178,0.0334251617652069,3277.9740881985927,1653.4850574284335,2303.548407055071,0.36236095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000018,0.00000061,0.00009698,0.00035063,0.00099752,0.00113055,0.00216715,0.00249365,0.00394470,0.00433022,0.00534137,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Extreme_More Than Words_Rock_Rock Baladas_1990.mp3
Firehouse,When I Look Into Your Eyes,Rock,Rock Baladas,1992,407,123.046875,0.8291967511177063,0.0356359028975232,4067.033261241129,1816.005194337751,2389.275468115485,0.35402963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/F.R David_Words_Rock_Rock Baladas_1982.mp3
Gary Moore,Empty Rooms,Rock,Rock Baladas,1984,565,147.65625,3.300745248794556,0.0734542820521359,6876.519619571827,3110.629144062125,3349.348067065271,0.44361782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Firehouse_When I Look Into Your Eyes_Rock_Rock Baladas_1992.mp3
Guns N' Roses,Don't Cry,Rock,Rock Baladas,1991,407,97.50884434,2.16091251373291,0.0716004482456287,6057.257670582848,2783.864405043917,2995.2475432628657,0.37529892,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Gary Moore_Empty Rooms_Rock_Rock Baladas_1984.mp3
Heart,Alone,Rock,Rock Baladas,1987,493,126.04801829,-10.252886772155762,0.0547639642607168,5402.076757008566,2631.663836903737,2996.0792636167653,0.5278519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Guns N' Roses_Don't Cry_Rock_Rock Baladas_1991.mp3
Iron Maiden,Wasting love,Rock,Rock Baladas,1986,306,87.59269068,-1.266622543334961,0.058354805518883,4693.3078980136825,2357.731811953488,2675.178923771739,0.33846825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Heart_Alone_Rock_Rock Baladas_1987.mp3
Kansas,Dust in the Wind,Rock,Rock Baladas,1977,817,147.65625,1.9649419784545896,0.0617140624223589,6009.912212896384,2796.0622306388573,3123.536444429932,0.47503656,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000015,0.00000057,0.00000216,0.00000575,0.00001049,0.00001414,0.00001729,0.00001916,0.00001999,0.00002039,0.00002049,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Iron Maiden_Wasting love_Rock_Rock Baladas_1986.mp3
Phil Collins,Another Day In Paradise,Rock,Rock Baladas,1989,414,126.04801829,-1.3803340196609497,0.0261755705309393,2161.8482269853007,1185.376682955382,1756.994225461062,0.40535316,0.00000000,0.00000000,0.00021598,0.00191635,0.00248018,0.00325505,0.00379302,0.00368125,0.00376224,0.00374071,0.00370266,0.00366262,0.00385678,0.00367144,0.00354570,0.00513572,0.00503361,0.00507806,0.00514231,0.00354646,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Kansas_Dust in the Wind_Rock_Rock Baladas_1977.mp3
Richard Marx,Right Here Waiting,Rock,Rock Baladas,1989,465,101.33272059,-8.234686851501465,0.0529093070992133,4141.3102103423125,1995.8767680444769,2267.6572433261395,0.44000632,0.00000000,0.00000004,0.00000010,0.00000095,0.00000949,0.00033949,0.00060331,0.00083992,0.00099272,0.00113403,0.00122188,0.00131131,0.00140581,0.00145208,0.00144342,0.00142597,0.00140934,0.00140186,0.00143373,0.00142799,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Phil Collins_Another Day In Paradise_Rock_Rock Baladas_1989.mp3
Roxette,It Must Have Been Love,Rock,Rock Baladas,1987,350,89.28571429,3.1961655616760254,0.044345721757906,5636.626933382048,2593.843996087625,3542.687837936692,0.41629344,0.00000178,0.00001792,0.00060484,0.00156549,0.00242616,0.00283995,0.00324212,0.00359756,0.00415882,0.00556648,0.00636249,0.00681130,0.00804108,0.00730629,0.00763147,0.00785897,0.00677287,0.00740265,0.00744360,0.00700998,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Richard Marx_Right Here Waiting_Rock_Rock Baladas_1989.mp3
Scorpions,Send Me An Angel,Rock,Rock Baladas,1990,683,161.49902344,-7.688262462615967,0.0723349520278244,6020.02423653389,2854.67596199378,3029.9954130133574,0.43246397,0.00000000,0.00000011,0.00000033,0.00004862,0.00008891,0.00014574,0.00015150,0.00024124,0.00030215,0.00029578,0.00032947,0.00030980,0.00027482,0.00030396,0.00031353,0.00030794,0.00030020,0.00027606,0.00024584,0.00030486,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Roxette_It Must Have Been Love_Rock_Rock Baladas_1987.mp3
Scorpions,Still Loving You,Rock,Rock Baladas,1984,480,107.66601562,2.2782819271087646,0.0719790255940562,4594.75631420771,2457.281268095676,2497.113881187242,0.38633248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00030221,0.00151781,0.01128878,0.04653594,0.06075014,0.06922776,0.07611112,0.06776131,0.06427595,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Send Me An Angel_Rock_Rock Baladas_1990.mp3
Scorpions,Wind Of Change,Rock,Rock Baladas,1991,480,107.66601562,-5.858412265777588,0.0709953571230486,6100.379636653044,2919.559887506576,3269.75450920328,0.3931199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00003504,0.00006851,0.00009977,0.00015366,0.00016678,0.00019614,0.00022401,0.00034061,0.00212937,0.00685243,0.00999526,0.01296325,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Still Loving You_Rock_Rock Baladas_1984.mp3
Steelheart,She's Gone,Rock,Rock Baladas,1990,348,75.99954044,1.6274629831314087,0.0702753963178394,4783.45004389099,2476.009218326518,2646.329329092181,0.44123417,0.00000000,0.00000000,0.00000000,0.00000000,0.00002771,0.00244320,0.00600554,0.00870193,0.01684819,0.02594508,0.03321791,0.03923963,0.04119994,0.04343990,0.04098957,0.04189744,0.03914746,0.03888882,0.03679748,0.03694758,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Wind Of Change_Rock_Rock Baladas_1991.mp3
Tears For Fears,Sowing The Seeds Of Love,Rock,Rock Baladas,1989,609,135.99917763,-5.318056583404541,0.0723193894877866,6751.760528959995,3156.353233217721,3524.891508075443,0.41408435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Steelheart_She's Gone_Rock_Rock Baladas_1990.mp3
The Cars,Drive ,Rock,Rock Baladas,1984,453,85.22727273,6.428802967071533,0.0821020591061892,7469.569551003668,3476.5162147416413,3556.466162266704,0.4707463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Tears For Fears_Sowing The Seeds Of Love_Rock_Rock Baladas_1989.mp3
Toto,I Won't Hold You Back,Rock,Rock Baladas,1982,312,83.35433468,0.3597606718540191,0.0339363440591646,3753.681527353459,1747.4379317460566,2302.4358900864777,0.46014094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/The Cars_Drive _Rock_Rock Baladas_1984.mp3
Sheriff,When I'm with you,Rock,Rock Baladas,1982,519,96.98275862,-1.8461865186691284,0.0646969738662809,6294.137750408831,2957.463647956129,3308.1356163290384,0.45958412,0.00000364,0.00005042,0.00012164,0.00020391,0.00034427,0.00043463,0.00056834,0.00070822,0.00089106,0.00109116,0.00119967,0.00135900,0.00147425,0.00161488,0.00173589,0.00194278,0.00231090,0.00240532,0.00258020,0.00263796,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Toto_I Won't Hold You Back_Rock_Rock Baladas_1982.mp3
Whitney Houston,I Will Always Love You,Rock,Rock Baladas,1992,221,69.83741554,-0.913447380065918,0.0456037661820192,2993.119716956968,1545.1244431016437,1657.1208062657097,0.37893626,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Sheriff_When I'm with you_Rock_Rock Baladas_1982.mp3
Williams Brothers,Can't Cry Hard Enough,Rock,Rock Baladas,1992,278,67.11647727,-8.629186630249023,0.0454898161141707,4180.678000390542,2117.252755676812,2665.9622058827526,0.30963096,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Whitney Houston_I Will Always Love You_Rock_Rock Baladas_1992.mp3
Eric Clapton,Wonderful tonight,Rock,Rock Baladas,1977,503,170.45454545,-5.995521545410156,0.0432442801339285,4858.398008241758,2268.3374014583774,2799.344539173081,0.44843537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Williams Brothers_Can't Cry Hard Enough_Rock_Rock Baladas_1992.mp3
Albertucho y Kutxi Romero,Mi estrella,Rock,Rock en Español,2004,335,95.33898305,-2.001058578491211,0.0375130015441317,4502.035072995317,1989.3340870473908,2570.248891570823,0.43202022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Eric Clapton_Wonderful tonight_Rock_Rock Baladas_1977.mp3
El Último Ke Zierre,Tus Bragas,Rock,Rock en Español,2003,349,132.51201923,6.473160266876221,0.0560452213423962,5205.065273706409,2443.2769479692943,2750.971409330995,0.41098234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Albertucho y Kutxi Romero_Mi estrella_Rock_Rock en Español_2004.mp3
Eskorbuto,Historia Triste,Rock,Rock en Español,1986,399,86.1328125,6.246602535247803,0.0489170636947195,5521.940365305555,2478.5500367828386,3047.666255987612,0.46495655,0.00015002,0.00015977,0.00020191,0.00020921,0.00016514,0.00017163,0.00012574,0.00015400,0.00015231,0.00017118,0.00018589,0.00016427,0.00016864,0.00013664,0.00015538,0.00015240,0.00015916,0.00017195,0.00013688,0.00016317,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Dolores se llamaba Lola_Rock_Rock en Español_1989.mp3
Eskorbuto,"Mucha policía, poca diversión",Rock,Rock en Español,1983,291,95.703125,6.715822696685791,0.0651243206120399,5301.494454472699,2577.359392606386,2702.828837667972,0.43241513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/El Último Ke Zierre_Tus Bragas_Rock_Rock en Español_2003.mp3
Héroes del Silencio,La chispa adecuada,Rock,Rock en Español,2003,488,161.49902344,-2.618206739425659,0.0681235604991638,5319.09857734389,2675.440714967216,2845.7305967712405,0.42886436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Eskorbuto_Historia Triste_Rock_Rock en Español_1986.mp3
Mago de Oz,La Costa Del Silencio,Rock,Rock en Español,2003,256,107.66601562,5.357852935791016,0.076233227651751,5129.436480007693,2644.612421885839,2296.64585817613,0.52919155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,"/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Eskorbuto_Mucha policía, poca diversión_Rock_Rock en Español_1983.mp3"
Lobo,Hombre en París,Rock,Rock en Español,1984,519,112.34714674,3.312952995300293,0.0460772144515114,5513.214088000786,2451.947265197489,3104.2266873833373,0.41117293,0.00000001,0.00000007,0.00000730,0.00001070,0.00001336,0.00001551,0.00001582,0.00001587,0.00001588,0.00001587,0.00001589,0.00001591,0.00001797,0.00005413,0.00036533,0.00053600,0.00086178,0.00113524,0.00245655,0.03213442,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Héroes del Silencio_La chispa adecuada_Rock_Rock en Español_2003.mp3
